"Estado","Total","a�o","sexo","Instituci�n","numerocasos"
"Querétaro",4018,"2009","G","SEDENA","2"
"Quintana Roo",186,"2009","G","SEDENA","1"
"San Luis Potosí",312,"2009","G","SEDENA","1"
"Sinaloa",9159,"2009","G","SEDENA","4"
"Sonora",4483,"2009","G","SEDENA","2"
"Tabasco",46,"2009","G","SEDENA","1"
"Tamaulipas",307,"2009","G","SEDENA","0"
"Tlaxcala",63,"2009","G","SEDENA","0"
"Veracruz",300,"2009","G","SEDENA","2"
"Yucatán",43,"2009","G","SEDENA","0"
"Zacatecas",3738,"2009","G","SEDENA","1"
"Aguascalientes",1912,"2009","G","SEMAR","S/R"
"Baja California",204,"2009","G","SEMAR","0"
"Baja California Sur",99,"2009","G","SEMAR","2"
"Campeche",87,"2009","G","SEMAR","0"
"Coahuila",205,"2009","G","SEMAR","S/R"
"Colima",10182,"2009","G","SEMAR","32"
"Chiapas",385,"2009","G","SEMAR","0"
"Chihuahua",405,"2009","G","SEMAR","S/R"
"Distrito Federal",460,"2009","G","SEMAR","0"
"Durango",5896,"2009","G","SEMAR","S/R"
"Guanajuato",26346,"2009","G","SEMAR","S/R"
"Guerrero",48159,"2009","G","SEMAR","56"
"Hidalgo",196,"2009","G","SEMAR","S/R"
"Jalisco",56780,"2009","G","SEMAR","14"
"México",9260,"2009","G","SEMAR","S/R"
"Michoacán",33751,"2009","G","SEMAR","20"
"Morelos",33415,"2009","G","SEMAR","S/R"
"Nayarit",15485,"2009","G","SEMAR","0"
"Nuevo León",290,"2009","G","SEMAR","S/R"
"Oaxaca",5775,"2009","G","SEMAR","26"
"Puebla",15719,"2009","G","SEMAR","S/R"
"Querétaro",4018,"2009","G","SEMAR","S/R"
"Quintana Roo",186,"2009","G","SEMAR","1"
"San Luis Potosí",312,"2009","G","SEMAR","S/R"
"Sinaloa",9159,"2009","G","SEMAR","9"
"Sonora",4483,"2009","G","SEMAR","5"
"Tabasco",46,"2009","G","SEMAR","4"
"Tamaulipas",307,"2009","G","SEMAR","0"
"Tlaxcala",63,"2009","G","SEMAR","S/R"
"Veracruz",300,"2009","G","SEMAR","7"
"Yucatán",43,"2009","G","SEMAR","0"
"Zacatecas",3738,"2009","G","SEMAR","S/R"
"Aguascalientes",1912,"2009","G","Otras","7"
"Baja California",204,"2009","G","Otras","41"
"Baja California Sur",99,"2009","G","Otras","S/R"
"Campeche",87,"2009","G","Otras","1"
"Coahuila",205,"2009","G","Otras","8"
"Colima",10182,"2009","G","Otras","74"
"Chiapas",385,"2009","G","Otras","0"
"Chihuahua",405,"2009","G","Otras","21"
"Distrito Federal",460,"2009","G","Otras","8"
"Durango",5896,"2009","G","Otras","1"
"Guanajuato",26346,"2009","G","Otras","5413"
"Guerrero",48159,"2009","G","Otras","S/R"
"Hidalgo",196,"2009","G","Otras","1"
"Jalisco",56780,"2009","G","Otras","4397"
"México",9260,"2009","G","Otras","276"
"Michoacán",33751,"2009","G","Otras","S/R"
"Morelos",33415,"2009","G","Otras","S/R"
"Nayarit",15485,"2009","G","Otras","40"
"Nuevo León",290,"2009","G","Otras","31"
"Oaxaca",5775,"2009","G","Otras","12"
"Puebla",15719,"2009","G","Otras","44"
"Querétaro",4018,"2009","G","Otras","66"
"Quintana Roo",186,"2009","G","Otras","S/R"
"San Luis Potosí",312,"2009","G","Otras","16"
"Sinaloa",9159,"2009","G","Otras","825"
"Sonora",4483,"2009","G","Otras","210"
"Tabasco",46,"2009","G","Otras","3"
"Tamaulipas",307,"2009","G","Otras","9"
"Tlaxcala",63,"2009","G","Otras","0"
"Veracruz",300,"2009","G","Otras","S/R"
"Yucatán",43,"2009","G","Otras","0"
"Zacatecas",3738,"2009","G","Otras","0"
"Aguascalientes",2079,"2010","G","Salud","1986"
"Baja California",116,"2010","G","Salud","41"
"Baja California Sur",83,"2010","G","Salud","51"
"Campeche",88,"2010","G","Salud","39"
"Coahuila",265,"2010","G","Salud","80"
"Colima",10708,"2010","G","Salud","7611"
"Chiapas",313,"2010","G","Salud","112"
"Chihuahua",397,"2010","G","Salud","132"
"Distrito Federal",542,"2010","G","Salud","417"
"Durango",6965,"2010","G","Salud","5707"
"Guanajuato",29250,"2010","G","Salud","22429"
"Guerrero",47723,"2010","G","Salud","40593"
"Hidalgo",170,"2010","G","Salud","144"
"Jalisco",52248,"2010","G","Salud","37180"
"México",8279,"2010","G","Salud","7743"
"Michoacán",31945,"2010","G","Salud","16697"
"Morelos",30942,"2010","G","Salud","25087"
"Nayarit",13639,"2010","G","Salud","8433"
"Nuevo León",194,"2010","G","Salud","48"
"Oaxaca",5493,"2010","G","Salud","3077"
"Puebla",15949,"2010","G","Salud","10681"
"Querétaro",4837,"2010","G","Salud","1532"
"Quintana Roo",190,"2010","G","Salud","58"
"San Luis Potosí",233,"2010","G","Salud","117"
"Sinaloa",8816,"2010","G","Salud","3558"
"Sonora",4242,"2010","G","Salud","2776"
"Tabasco",53,"2010","G","Salud","17"
"Tamaulipas",272,"2010","G","Salud","161"
"Tlaxcala",63,"2010","G","Salud","52"
"Veracruz",242,"2010","G","Salud","107"
"Yucatán",70,"2010","G","Salud","10"
"Zacatecas",3754,"2010","G","Salud","2613"
"Aguascalientes",2079,"2010","G","IMSS-Ord","88"
"Baja California",116,"2010","G","IMSS-Ord","66"
"Baja California Sur",83,"2010","G","IMSS-Ord","31"
"Campeche",88,"2010","G","IMSS-Ord","30"
"Coahuila",265,"2010","G","IMSS-Ord","162"
"Colima",10708,"2010","G","IMSS-Ord","2900"
"Chiapas",313,"2010","G","IMSS-Ord","97"
"Chihuahua",397,"2010","G","IMSS-Ord","101"
"Distrito Federal",542,"2010","G","IMSS-Ord","16"
"Durango",6965,"2010","G","IMSS-Ord","156"
"Guanajuato",29250,"2010","G","IMSS-Ord","618"
"Guerrero",47723,"2010","G","IMSS-Ord","5680"
"Hidalgo",170,"2010","G","IMSS-Ord","0"
"Jalisco",52248,"2010","G","IMSS-Ord","9993"
"México",8279,"2010","G","IMSS-Ord","128"
"Michoacán",31945,"2010","G","IMSS-Ord","6039"
"Morelos",30942,"2010","G","IMSS-Ord","4944"
"Nayarit",13639,"2010","G","IMSS-Ord","1460"
"Nuevo León",194,"2010","G","IMSS-Ord","140"
"Oaxaca",5493,"2010","G","IMSS-Ord","203"
"Puebla",15949,"2010","G","IMSS-Ord","1087"
"Querétaro",4837,"2010","G","IMSS-Ord","3070"
"Quintana Roo",190,"2010","G","IMSS-Ord","117"
"San Luis Potosí",233,"2010","G","IMSS-Ord","50"
"Sinaloa",8816,"2010","G","IMSS-Ord","1965"
"Sonora",4242,"2010","G","IMSS-Ord","1072"
"Tabasco",53,"2010","G","IMSS-Ord","31"
"Tamaulipas",272,"2010","G","IMSS-Ord","83"
"Tlaxcala",63,"2010","G","IMSS-Ord","11"
"Veracruz",242,"2010","G","IMSS-Ord","97"
"Yucatán",70,"2010","G","IMSS-Ord","2"
"Zacatecas",3754,"2010","G","IMSS-Ord","122"
"Aguascalientes",2079,"2010","G","ISSSTE","0"
"Baja California",116,"2010","G","ISSSTE","1"
"Baja California Sur",83,"2010","G","ISSSTE","1"
"Campeche",88,"2010","G","ISSSTE","7"
"Coahuila",265,"2010","G","ISSSTE","5"
"Colima",10708,"2010","G","ISSSTE","72"
"Chiapas",313,"2010","G","ISSSTE","56"
"Chihuahua",397,"2010","G","ISSSTE","10"
"Distrito Federal",542,"2010","G","ISSSTE","79"
"Durango",6965,"2010","G","ISSSTE","8"
"Guanajuato",29250,"2010","G","ISSSTE","295"
"Guerrero",47723,"2010","G","ISSSTE","1330"
"Hidalgo",170,"2010","G","ISSSTE","0"
"Jalisco",52248,"2010","G","ISSSTE","129"
"México",8279,"2010","G","ISSSTE","16"
"Michoacán",31945,"2010","G","ISSSTE","966"
"Morelos",30942,"2010","G","ISSSTE","766"
"Nayarit",13639,"2010","G","ISSSTE","165"
"Nuevo León",194,"2010","G","ISSSTE","1"
"Oaxaca",5493,"2010","G","ISSSTE","224"
"Puebla",15949,"2010","G","ISSSTE","61"
"Querétaro",4837,"2010","G","ISSSTE","143"
"Quintana Roo",190,"2010","G","ISSSTE","14"
"San Luis Potosí",233,"2010","G","ISSSTE","3"
"Sinaloa",8816,"2010","G","ISSSTE","194"
"Sonora",4242,"2010","G","ISSSTE","126"
"Tabasco",53,"2010","G","ISSSTE","3"
"Tamaulipas",272,"2010","G","ISSSTE","0"
"Tlaxcala",63,"2010","G","ISSSTE","0"
"Veracruz",242,"2010","G","ISSSTE","0"
"Yucatán",70,"2010","G","ISSSTE","4"
"Zacatecas",3754,"2010","G","ISSSTE","11"
"Aguascalientes",2079,"2010","G","IMSS-Op","S/R"
"Baja California",116,"2010","G","IMSS-Op","0"
"Baja California Sur",83,"2010","G","IMSS-Op","S/R"
"Campeche",88,"2010","G","IMSS-Op","6"
"Coahuila",265,"2010","G","IMSS-Op","13"
"Colima",10708,"2010","G","IMSS-Op","S/R"
"Chiapas",313,"2010","G","IMSS-Op","33"
"Chihuahua",397,"2010","G","IMSS-Op","118"
"Distrito Federal",542,"2010","G","IMSS-Op","0"
"Durango",6965,"2010","G","IMSS-Op","1078"
"Guanajuato",29250,"2010","G","IMSS-Op","0"
"Guerrero",47723,"2010","G","IMSS-Op","1"
"Hidalgo",170,"2010","G","IMSS-Op","22"
"Jalisco",52248,"2010","G","IMSS-Op","1"
"México",8279,"2010","G","IMSS-Op","0"
"Michoacán",31945,"2010","G","IMSS-Op","8107"
"Morelos",30942,"2010","G","IMSS-Op","2"
"Nayarit",13639,"2010","G","IMSS-Op","3541"
"Nuevo León",194,"2010","G","IMSS-Op","0"
"Oaxaca",5493,"2010","G","IMSS-Op","1967"
"Puebla",15949,"2010","G","IMSS-Op","4072"
"Querétaro",4837,"2010","G","IMSS-Op","0"
"Quintana Roo",190,"2010","G","IMSS-Op","S/R"
"San Luis Potosí",233,"2010","G","IMSS-Op","55"
"Sinaloa",8816,"2010","G","IMSS-Op","2403"
"Sonora",4242,"2010","G","IMSS-Op","0"
"Tabasco",53,"2010","G","IMSS-Op","S/R"
"Tamaulipas",272,"2010","G","IMSS-Op","26"
"Tlaxcala",63,"2010","G","IMSS-Op","0"
"Veracruz",242,"2010","G","IMSS-Op","31"
"Yucatán",70,"2010","G","IMSS-Op","50"
"Zacatecas",3754,"2010","G","IMSS-Op","1001"
"Aguascalientes",2079,"2010","G","DIF","0"
"Baja California",116,"2010","G","DIF","S/R"
"Baja California Sur",83,"2010","G","DIF","S/R"
"Campeche",88,"2010","G","DIF","0"
"Coahuila",265,"2010","G","DIF","0"
"Colima",10708,"2010","G","DIF","0"
"Chiapas",313,"2010","G","DIF","S/R"
"Chihuahua",397,"2010","G","DIF","S/R"
"Distrito Federal",542,"2010","G","DIF","1"
"Durango",6965,"2010","G","DIF","0"
"Guanajuato",29250,"2010","G","DIF","S/R"
"Guerrero",47723,"2010","G","DIF","S/R"
"Hidalgo",170,"2010","G","DIF","0"
"Jalisco",52248,"2010","G","DIF","0"
"México",8279,"2010","G","DIF","28"
"Michoacán",31945,"2010","G","DIF","S/R"
"Morelos",30942,"2010","G","DIF","S/R"
"Nayarit",13639,"2010","G","DIF","34"
"Nuevo León",194,"2010","G","DIF","S/R"
"Oaxaca",5493,"2010","G","DIF","3"
"Puebla",15949,"2010","G","DIF","0"
"Querétaro",4837,"2010","G","DIF","13"
"Quintana Roo",190,"2010","G","DIF","S/R"
"San Luis Potosí",233,"2010","G","DIF","S/R"
"Sinaloa",8816,"2010","G","DIF","9"
"Sonora",4242,"2010","G","DIF","S/R"
"Tabasco",53,"2010","G","DIF","S/R"
"Tamaulipas",272,"2010","G","DIF","0"
"Tlaxcala",63,"2010","G","DIF","0"
"Veracruz",242,"2010","G","DIF","0"
"Yucatán",70,"2010","G","DIF","0"
"Zacatecas",3754,"2010","G","DIF","0"
"Aguascalientes",2079,"2010","G","PEMEX","S/R"
"Baja California",116,"2010","G","PEMEX","S/R"
"Baja California Sur",83,"2010","G","PEMEX","S/R"
"Campeche",88,"2010","G","PEMEX","0"
"Coahuila",265,"2010","G","PEMEX","S/R"
"Colima",10708,"2010","G","PEMEX","S/R"
"Chiapas",313,"2010","G","PEMEX","0"
"Chihuahua",397,"2010","G","PEMEX","S/R"
"Distrito Federal",542,"2010","G","PEMEX","0"
"Durango",6965,"2010","G","PEMEX","S/R"
"Guanajuato",29250,"2010","G","PEMEX","52"
"Guerrero",47723,"2010","G","PEMEX","S/R"
"Hidalgo",170,"2010","G","PEMEX","0"
"Jalisco",52248,"2010","G","PEMEX","0"
"México",8279,"2010","G","PEMEX","S/R"
"Michoacán",31945,"2010","G","PEMEX","S/R"
"Morelos",30942,"2010","G","PEMEX","S/R"
"Nayarit",13639,"2010","G","PEMEX","S/R"
"Nuevo León",194,"2010","G","PEMEX","0"
"Oaxaca",5493,"2010","G","PEMEX","2"
"Puebla",15949,"2010","G","PEMEX","0"
"Querétaro",4837,"2010","G","PEMEX","S/R"
"Quintana Roo",190,"2010","G","PEMEX","S/R"
"San Luis Potosí",233,"2010","G","PEMEX","3"
"Sinaloa",8816,"2010","G","PEMEX","0"
"Sonora",4242,"2010","G","PEMEX","S/R"
"Tabasco",53,"2010","G","PEMEX","0"
"Tamaulipas",272,"2010","G","PEMEX","0"
"Tlaxcala",63,"2010","G","PEMEX","S/R"
"Veracruz",242,"2010","G","PEMEX","1"
"Yucatán",70,"2010","G","PEMEX","S/R"
"Zacatecas",3754,"2010","G","PEMEX","S/R"
"Aguascalientes",2079,"2010","G","SEDENA","0"
"Baja California",116,"2010","G","SEDENA","0"
"Baja California Sur",83,"2010","G","SEDENA","0"
"Campeche",88,"2010","G","SEDENA","0"
"Coahuila",265,"2010","G","SEDENA","0"
"Colima",10708,"2010","G","SEDENA","2"
"Chiapas",313,"2010","G","SEDENA","0"
"Chihuahua",397,"2010","G","SEDENA","0"
"Distrito Federal",542,"2010","G","SEDENA","12"
"Durango",6965,"2010","G","SEDENA","6"
"Guanajuato",29250,"2010","G","SEDENA","17"
"Guerrero",47723,"2010","G","SEDENA","62"
"Hidalgo",170,"2010","G","SEDENA","0"
"Jalisco",52248,"2010","G","SEDENA","20"
"México",8279,"2010","G","SEDENA","2"
"Michoacán",31945,"2010","G","SEDENA","111"
"Morelos",30942,"2010","G","SEDENA","143"
"Nayarit",13639,"2010","G","SEDENA","2"
"Nuevo León",194,"2010","G","SEDENA","0"
"Oaxaca",5493,"2010","G","SEDENA","7"
"Puebla",15949,"2010","G","SEDENA","0"
"Querétaro",4837,"2010","G","SEDENA","1"
"Quintana Roo",190,"2010","G","SEDENA","1"
"San Luis Potosí",233,"2010","G","SEDENA","0"
"Sinaloa",8816,"2010","G","SEDENA","5"
"Sonora",4242,"2010","G","SEDENA","1"
"Tabasco",53,"2010","G","SEDENA","0"
"Tamaulipas",272,"2010","G","SEDENA","0"
"Tlaxcala",63,"2010","G","SEDENA","0"
"Veracruz",242,"2010","G","SEDENA","0"
"Yucatán",70,"2010","G","SEDENA","0"
"Zacatecas",3754,"2010","G","SEDENA","4"
"Aguascalientes",2079,"2010","G","SEMAR","S/R"
"Baja California",116,"2010","G","SEMAR","0"
"Baja California Sur",83,"2010","G","SEMAR","0"
"Campeche",88,"2010","G","SEMAR","1"
"Coahuila",265,"2010","G","SEMAR","S/R"
"Colima",10708,"2010","G","SEMAR","60"
"Chiapas",313,"2010","G","SEMAR","4"
"Chihuahua",397,"2010","G","SEMAR","S/R"
"Distrito Federal",542,"2010","G","SEMAR","1"
"Durango",6965,"2010","G","SEMAR","S/R"
"Guanajuato",29250,"2010","G","SEMAR","S/R"
"Guerrero",47723,"2010","G","SEMAR","52"
"Hidalgo",170,"2010","G","SEMAR","S/R"
"Jalisco",52248,"2010","G","SEMAR","13"
"México",8279,"2010","G","SEMAR","S/R"
"Michoacán",31945,"2010","G","SEMAR","25"
"Morelos",30942,"2010","G","SEMAR","S/R"
"Nayarit",13639,"2010","G","SEMAR","2"
"Nuevo León",194,"2010","G","SEMAR","S/R"
"Oaxaca",5493,"2010","G","SEMAR","5"
"Puebla",15949,"2010","G","SEMAR","S/R"
"Querétaro",4837,"2010","G","SEMAR","S/R"
"Quintana Roo",190,"2010","G","SEMAR","0"
"San Luis Potosí",233,"2010","G","SEMAR","S/R"
"Sinaloa",8816,"2010","G","SEMAR","15"
"Sonora",4242,"2010","G","SEMAR","8"
"Tabasco",53,"2010","G","SEMAR","0"
"Tamaulipas",272,"2010","G","SEMAR","0"
"Tlaxcala",63,"2010","G","SEMAR","S/R"
"Veracruz",242,"2010","G","SEMAR","6"
"Yucatán",70,"2010","G","SEMAR","0"
"Zacatecas",3754,"2010","G","SEMAR","S/R"
"Aguascalientes",2079,"2010","G","Otras","5"
"Baja California",116,"2010","G","Otras","8"
"Baja California Sur",83,"2010","G","Otras","S/R"
"Campeche",88,"2010","G","Otras","5"
"Coahuila",265,"2010","G","Otras","5"
"Colima",10708,"2010","G","Otras","63"
"Chiapas",313,"2010","G","Otras","11"
"Chihuahua",397,"2010","G","Otras","36"
"Distrito Federal",542,"2010","G","Otras","16"
"Durango",6965,"2010","G","Otras","10"
"Guanajuato",29250,"2010","G","Otras","5839"
"Guerrero",47723,"2010","G","Otras","5"
"Hidalgo",170,"2010","G","Otras","4"
"Jalisco",52248,"2010","G","Otras","4912"
"México",8279,"2010","G","Otras","362"
"Michoacán",31945,"2010","G","Otras","S/R"
"Morelos",30942,"2010","G","Otras","S/R"
"Nayarit",13639,"2010","G","Otras","2"
"Nuevo León",194,"2010","G","Otras","5"
"Oaxaca",5493,"2010","G","Otras","5"
"Puebla",15949,"2010","G","Otras","48"
"Querétaro",4837,"2010","G","Otras","78"
"Quintana Roo",190,"2010","G","Otras","S/R"
"San Luis Potosí",233,"2010","G","Otras","5"
"Sinaloa",8816,"2010","G","Otras","667"
"Sonora",4242,"2010","G","Otras","259"
"Tabasco",53,"2010","G","Otras","2"
"Tamaulipas",272,"2010","G","Otras","2"
"Tlaxcala",63,"2010","G","Otras","0"
"Veracruz",242,"2010","G","Otras","0"
"Yucatán",70,"2010","G","Otras","4"
"Zacatecas",3754,"2010","G","Otras","3"
"Aguascalientes",2088,"2011","G","Salud","1937"
"Baja California",129,"2011","G","Salud","41"
"Baja California Sur",106,"2011","G","Salud","69"
"Campeche",94,"2011","G","Salud","48"
"Coahuila",203,"2011","G","Salud","54"
"Colima",11781,"2011","G","Salud","8577"
"Chiapas",363,"2011","G","Salud","137"
"Chihuahua",451,"2011","G","Salud","165"
"Distrito Federal",513,"2011","G","Salud","380"
"Durango",7669,"2011","G","Salud","6565"
"Guanajuato",30548,"2011","G","Salud","23487"
"Guerrero",51284,"2011","G","Salud","43995"
"Hidalgo",219,"2011","G","Salud","183"
"Jalisco",52214,"2011","G","Salud","37349"
"México",9781,"2011","G","Salud","9200"
"Michoacán",32106,"2011","G","Salud","15443"
"Morelos",36611,"2011","G","Salud","30468"
"Nayarit",13645,"2011","G","Salud","8020"
"Nuevo León",227,"2011","G","Salud","51"
"Oaxaca",5409,"2011","G","Salud","2939"
"Puebla",15239,"2011","G","Salud","10412"
"Querétaro",5603,"2011","G","Salud","2156"
"Quintana Roo",236,"2011","G","Salud","82"
"San Luis Potosí",267,"2011","G","Salud","142"
"Sinaloa",9521,"2011","G","Salud","4041"
"Sonora",5592,"2011","G","Salud","3491"
"Tabasco",66,"2011","G","Salud","27"
"Tamaulipas",337,"2011","G","Salud","188"
"Tlaxcala",63,"2011","G","Salud","46"
"Veracruz",258,"2011","G","Salud","106"
"Yucatán",73,"2011","G","Salud","2"
"Zacatecas",3696,"2011","G","Salud","2601"
"Aguascalientes",2088,"2011","G","IMSS-Ord","148"
"Baja California",129,"2011","G","IMSS-Ord","70"
"Baja California Sur",106,"2011","G","IMSS-Ord","29"
"Campeche",94,"2011","G","IMSS-Ord","22"
"Coahuila",203,"2011","G","IMSS-Ord","140"
"Colima",11781,"2011","G","IMSS-Ord","2979"
"Chiapas",363,"2011","G","IMSS-Ord","143"
"Chihuahua",451,"2011","G","IMSS-Ord","89"
"Distrito Federal",513,"2011","G","IMSS-Ord","18"
"Durango",7669,"2011","G","IMSS-Ord","127"
"Guanajuato",30548,"2011","G","IMSS-Ord","1091"
"Guerrero",51284,"2011","G","IMSS-Ord","5794"
"Hidalgo",219,"2011","G","IMSS-Ord","2"
"Jalisco",52214,"2011","G","IMSS-Ord","8853"
"México",9781,"2011","G","IMSS-Ord","90"
"Michoacán",32106,"2011","G","IMSS-Ord","6230"
"Morelos",36611,"2011","G","IMSS-Ord","4993"
"Nayarit",13645,"2011","G","IMSS-Ord","1752"
"Nuevo León",227,"2011","G","IMSS-Ord","142"
"Oaxaca",5409,"2011","G","IMSS-Ord","181"
"Puebla",15239,"2011","G","IMSS-Ord","933"
"Querétaro",5603,"2011","G","IMSS-Ord","3227"
"Quintana Roo",236,"2011","G","IMSS-Ord","99"
"San Luis Potosí",267,"2011","G","IMSS-Ord","52"
"Sinaloa",9521,"2011","G","IMSS-Ord","2212"
"Sonora",5592,"2011","G","IMSS-Ord","1698"
"Tabasco",66,"2011","G","IMSS-Ord","23"
"Tamaulipas",337,"2011","G","IMSS-Ord","108"
"Tlaxcala",63,"2011","G","IMSS-Ord","17"
"Veracruz",258,"2011","G","IMSS-Ord","95"
"Yucatán",73,"2011","G","IMSS-Ord","25"
"Zacatecas",3696,"2011","G","IMSS-Ord","100"
"Aguascalientes",2088,"2011","G","ISSSTE","2"
"Baja California",129,"2011","G","ISSSTE","1"
"Baja California Sur",106,"2011","G","ISSSTE","8"
"Campeche",94,"2011","G","ISSSTE","12"
"Coahuila",203,"2011","G","ISSSTE","0"
"Colima",11781,"2011","G","ISSSTE","52"
"Chiapas",363,"2011","G","ISSSTE","49"
"Chihuahua",451,"2011","G","ISSSTE","5"
"Distrito Federal",513,"2011","G","ISSSTE","63"
"Durango",7669,"2011","G","ISSSTE","11"
"Guanajuato",30548,"2011","G","ISSSTE","387"
"Guerrero",51284,"2011","G","ISSSTE","1372"
"Hidalgo",219,"2011","G","ISSSTE","0"
"Jalisco",52214,"2011","G","ISSSTE","141"
"México",9781,"2011","G","ISSSTE","12"
"Michoacán",32106,"2011","G","ISSSTE","701"
"Morelos",36611,"2011","G","ISSSTE","1104"
"Nayarit",13645,"2011","G","ISSSTE","181"
"Nuevo León",227,"2011","G","ISSSTE","0"
"Oaxaca",5409,"2011","G","ISSSTE","151"
"Puebla",15239,"2011","G","ISSSTE","59"
"Querétaro",5603,"2011","G","ISSSTE","128"
"Quintana Roo",236,"2011","G","ISSSTE","52"
"San Luis Potosí",267,"2011","G","ISSSTE","9"
"Sinaloa",9521,"2011","G","ISSSTE","199"
"Sonora",5592,"2011","G","ISSSTE","160"
"Tabasco",66,"2011","G","ISSSTE","2"
"Tamaulipas",337,"2011","G","ISSSTE","0"
"Tlaxcala",63,"2011","G","ISSSTE","0"
"Veracruz",258,"2011","G","ISSSTE","3"
"Yucatán",73,"2011","G","ISSSTE","4"
"Zacatecas",3696,"2011","G","ISSSTE","11"
"Aguascalientes",2088,"2011","G","IMSS-Op","S.R."
"Baja California",129,"2011","G","IMSS-Op","13"
"Baja California Sur",106,"2011","G","IMSS-Op","S.R."
"Campeche",94,"2011","G","IMSS-Op","5"
"Coahuila",203,"2011","G","IMSS-Op","7"
"Colima",11781,"2011","G","IMSS-Op","S.R."
"Chiapas",363,"2011","G","IMSS-Op","27"
"Chihuahua",451,"2011","G","IMSS-Op","127"
"Distrito Federal",513,"2011","G","IMSS-Op","1"
"Durango",7669,"2011","G","IMSS-Op","965"
"Guanajuato",30548,"2011","G","IMSS-Op","0"
"Guerrero",51284,"2011","G","IMSS-Op","1"
"Hidalgo",219,"2011","G","IMSS-Op","32"
"Jalisco",52214,"2011","G","IMSS-Op","1"
"México",9781,"2011","G","IMSS-Op","6"
"Michoacán",32106,"2011","G","IMSS-Op","9675"
"Morelos",36611,"2011","G","IMSS-Op","1"
"Nayarit",13645,"2011","G","IMSS-Op","3670"
"Nuevo León",227,"2011","G","IMSS-Op","0"
"Oaxaca",5409,"2011","G","IMSS-Op","2119"
"Puebla",15239,"2011","G","IMSS-Op","3767"
"Querétaro",5603,"2011","G","IMSS-Op","0"
"Quintana Roo",236,"2011","G","IMSS-Op","S.R."
"San Luis Potosí",267,"2011","G","IMSS-Op","47"
"Sinaloa",9521,"2011","G","IMSS-Op","2398"
"Sonora",5592,"2011","G","IMSS-Op","0"
"Tabasco",66,"2011","G","IMSS-Op","S.R."
"Tamaulipas",337,"2011","G","IMSS-Op","37"
"Tlaxcala",63,"2011","G","IMSS-Op","0"
"Veracruz",258,"2011","G","IMSS-Op","44"
"Yucatán",73,"2011","G","IMSS-Op","28"
"Zacatecas",3696,"2011","G","IMSS-Op","984"
"Aguascalientes",2088,"2011","G","DIF","0"
"Baja California",129,"2011","G","DIF","S.R."
"Baja California Sur",106,"2011","G","DIF","S.R."
"Campeche",94,"2011","G","DIF","0"
"Coahuila",203,"2011","G","DIF","0"
"Colima",11781,"2011","G","DIF","0"
"Chiapas",363,"2011","G","DIF","S.R."
"Chihuahua",451,"2011","G","DIF","S.R."
"Distrito Federal",513,"2011","G","DIF","1"
"Durango",7669,"2011","G","DIF","0"
"Guanajuato",30548,"2011","G","DIF","S.R."
"Guerrero",51284,"2011","G","DIF","S.R."
"Hidalgo",219,"2011","G","DIF","0"
"Jalisco",52214,"2011","G","DIF","0"
"México",9781,"2011","G","DIF","14"
"Michoacán",32106,"2011","G","DIF","S.R."
"Morelos",36611,"2011","G","DIF","S.R."
"Nayarit",13645,"2011","G","DIF","9"
"Nuevo León",227,"2011","G","DIF","S.R."
"Oaxaca",5409,"2011","G","DIF","0"
"Puebla",15239,"2011","G","DIF","0"
"Querétaro",5603,"2011","G","DIF","2"
"Quintana Roo",236,"2011","G","DIF","S.R."
"San Luis Potosí",267,"2011","G","DIF","S.R."
"Sinaloa",9521,"2011","G","DIF","3"
"Sonora",5592,"2011","G","DIF","S.R."
"Tabasco",66,"2011","G","DIF","S.R."
"Tamaulipas",337,"2011","G","DIF","1"
"Tlaxcala",63,"2011","G","DIF","0"
"Veracruz",258,"2011","G","DIF","0"
"Yucatán",73,"2011","G","DIF","0"
"Zacatecas",3696,"2011","G","DIF","0"
"Aguascalientes",2088,"2011","G","PEMEX","S.R."
"Baja California",129,"2011","G","PEMEX","S.R."
"Baja California Sur",106,"2011","G","PEMEX","S.R."
"Campeche",94,"2011","G","PEMEX","1"
"Coahuila",203,"2011","G","PEMEX","S.R."
"Colima",11781,"2011","G","PEMEX","S.R."
"Chiapas",363,"2011","G","PEMEX","0"
"Chihuahua",451,"2011","G","PEMEX","S.R."
"Distrito Federal",513,"2011","G","PEMEX","1"
"Durango",7669,"2011","G","PEMEX","S.R."
"Guanajuato",30548,"2011","G","PEMEX","42"
"Guerrero",51284,"2011","G","PEMEX","S.R."
"Hidalgo",219,"2011","G","PEMEX","0"
"Jalisco",52214,"2011","G","PEMEX","0"
"México",9781,"2011","G","PEMEX","S.R."
"Michoacán",32106,"2011","G","PEMEX","S.R."
"Morelos",36611,"2011","G","PEMEX","S.R."
"Nayarit",13645,"2011","G","PEMEX","S.R."
"Nuevo León",227,"2011","G","PEMEX","0"
"Oaxaca",5409,"2011","G","PEMEX","2"
"Puebla",15239,"2011","G","PEMEX","0"
"Querétaro",5603,"2011","G","PEMEX","S.R."
"Quintana Roo",236,"2011","G","PEMEX","S.R."
"San Luis Potosí",267,"2011","G","PEMEX","3"
"Sinaloa",9521,"2011","G","PEMEX","1"
"Sonora",5592,"2011","G","PEMEX","S.R."
"Tabasco",66,"2011","G","PEMEX","0"
"Tamaulipas",337,"2011","G","PEMEX","1"
